novel,category,name,users,school
《侠骨丹心》,A、,大须弥剑式,金逐流; 金世遗; 厉南星; 凌未风; 唐晓澜,天山派
《侠骨丹心》,A、,雷神掌,欧阳伯和; 欧阳坚,欧阳家
《侠骨丹心》,A、,玄阴指,龚平野,
《侠骨丹心》,A、,修罗阴煞功,孟神通; 阳赤符; 阳浩; 龚平野,
《侠骨丹心》,A、,阴阳双撞掌,金逐流; 天魔教主; 帅孟雄,
《侠骨丹心》,A、,追风剑法,金逐流; 厉南星,天山派
《侠骨丹心》,A、,铁砂掌,郑雄图,
《侠骨丹心》,A、,一指禅功,金逐流,
《侠骨丹心》,A、,大擒拿手法,文道庄; 何建雄; 金逐流; 厉南星; 史白都; 帅孟雄; 庄远; 阳浩,
《侠骨丹心》,A、,大力鹰爪功,沙千峰; 教头; 安俊庭; 黄衣老者,
《侠骨丹心》,A、,毒砂掌,沙千峰,
《侠骨丹心》,A、,拂云手,何建雄; 金逐流,
《侠骨丹心》,A、,（大力）金刚手,彭巨嵘; 金逐流,少林派
《侠骨丹心》,A、,泼风刀法,何彩凤; 尉迟炯,
《侠骨丹心》,A、,四笔点八脉,连城虎; 连城璧; 连城玉; 金世遗; 金逐流,连家
《侠骨丹心》,A、,醉八仙剑法,宫秉藩; 厉南星; 宇文雄,
《侠骨丹心》,A、,鸳鸯连环腿,帅孟雄; 阳浩,
《侠骨丹心》,A、,冰川剑法,陈光照,
《侠骨丹心》,A、,少阳内功心法,陈光照; 幽萍; 桂冰娥,
《侠骨丹心》,A、,落英掌法,厉南星,
《侠骨丹心》,A、,排云手,金逐流,
《侠骨丹心》,A、,大须弥掌式,金逐流; 厉南星; 江海天; 凌未风; 唐晓澜; 金世遗,天山派
《侠骨丹心》,A、,鸟爪功,贺大娘,
《侠骨丹心》,A、,伏魔杖法,彭巨嵘,少林派
《侠骨丹心》,A、,推磨掌力,史白都,
《侠骨丹心》,A、,三才剑法,文胜中,
《侠骨丹心》,A、,闪电剑法,公孙燕,
《侠骨丹心》,A、,虎爪手,沙千峰,
《侠骨丹心》,A、,连环奔雷掌,庄远,
《侠骨丹心》,A、,绵掌,公孙宏,
《侠骨丹心》,A、,追风掌式,金逐流,
《侠骨丹心》,A、,扶桑剑法,林无双; 石卫; 桑青; 牟宗涛; 宗神龙,扶桑派
《侠骨丹心》,A、,四平拳,金世遗,
《侠骨丹心》,B、,防御类,,
《侠骨丹心》,B、,护体神功,文道庄; 金逐流; 史白都; 扶桑七子,
《侠骨丹心》,B、,童子功,金逐流,
《侠骨丹心》,B、,金钟罩,郑雄图,
《侠骨丹心》,B、,沾衣十八跌,史红英,史家
《侠骨丹心》,C、,轻功类,,
《侠骨丹心》,C、,天罗步法,金逐流; 厉南星; 萧青峰,青城派
《侠骨丹心》,C、,八步赶蝉,金逐流,
《侠骨丹心》,C、,一鹤冲天,金逐流,
《侠骨丹心》,C、,比翼双飞,金逐流; 史红英,
《侠骨丹心》,C、,醉八仙步法,史红英,
《侠骨丹心》,D、,其他类,,
《侠骨丹心》,D、,天魔解体大法,龚平野; 文道庄,
《侠骨丹心》,D、,千斤坠,厉南星; 金逐流; 沙千峰; 牟宗涛,
《侠骨丹心》,D、,天遁传音,金逐流,
《侠骨丹心》,E、,兵刃暗器,,
《侠骨丹心》,E1、,奇兵利刃,使用者,
《侠骨丹心》,E1、,玄铁剑,厉南星; 金逐流,
《侠骨丹心》,E1、,冰魄寒光剑,陈光照,
《侠骨丹心》,E1、,金蛇索,石霞姑,
《侠骨丹心》,E1、,黑玉软剑,文道庄,
《侠骨丹心》,E1、,霜华剑,史红英; 谷之华; 吕莹,
《侠骨丹心》,E2、,独门暗器,使用者,
《侠骨丹心》,E2、,冰魄神弹,幽萍; 陈光照,
《侠骨丹心》,E2、,响梭,董十三娘,
《侠骨丹心》,E2、,金针毒雾烈炎弹,厉胜男; 厉南星; 贺大娘; 史红英; 李敦,
《侠骨丹心》,E2、,五毒针,贺大娘,
《侠骨丹心》,E2、,小鼓槌,何彩凤,
《龙虎斗京华》,,武功资料,,
《龙虎斗京华》,A、,攻击类,,
《龙虎斗京华》,A、,太极剑,柳剑吟; 丁剑鸣; 太极丁; 娄无畏; 丁晓; 张三丰; 陈永承,太极门
《龙虎斗京华》,A、,太极拳（绵拳）,柳剑吟; 丁剑鸣; 太极丁; 娄无畏; 丁晓; 刘云玉; 杨振刚; 柳梦蝶,太极门
《龙虎斗京华》,A、,太极掌,丁剑鸣; 娄无畏; 丁晓,太极门
《龙虎斗京华》,A、,七星掌,柳梦蝶; 左含英; 柳剑吟,太极门
《龙虎斗京华》,A、,无极剑法,蒙永真; 钟海平,形意门
《龙虎斗京华》,A、,形意拳,钟海平,形意门
《龙虎斗京华》,A、,岳家拳,王再越,
《龙虎斗京华》,A、,鸳鸯（进步连）环腿,罗四虎; 宏真,
《龙虎斗京华》,A、,劈挂掌法,罗四虎,北派
《龙虎斗京华》,A、,五虎断门刀,刘云玉; 刘云英; 娄无畏,万胜门
《龙虎斗京华》,A、,五虎夺魄掌法,娄无畏,
《龙虎斗京华》,A、,回环刀法,刘云玉,
《龙虎斗京华》,A、,梅花枪法,罗大虎,
《龙虎斗京华》,A、,达摩剑法,蒙永真; 壮汉; 心如神尼; 柳梦蝶,嵩阳派
《龙虎斗京华》,A、,虎尾棍法,蒙永真,
《龙虎斗京华》,A、,泼风刀法,刘希宏,万胜门
《龙虎斗京华》,A、,金枪二十四式,刘云玉,
《龙虎斗京华》,A、,大擒拿手法,独孤一行; 娄无畏,鹰爪门
《龙虎斗京华》,A、,擒拿法,独孤一行; 娄无畏; 董朝英; 郝永浩,鹰爪门
《龙虎斗京华》,A、,小天星掌力,独孤一行; 董朝英; 郝永浩; 柳剑吟,
《龙虎斗京华》,A、,飞鹰回旋剑,独孤一行; 娄无畏,
《龙虎斗京华》,A、,虬龙鞭法,云中奇,
《龙虎斗京华》,A、,金刚（大力）手,慧修; 宏真,
《龙虎斗京华》,A、,铁沙掌,慧修,少林派
《龙虎斗京华》,A、,铁砂掌,中年汉子,
《龙虎斗京华》,A、,绵掌,柳剑吟,
《龙虎斗京华》,A、,天龙剑法,萨奇罕,
《龙虎斗京华》,A、,混元八卦牌法,路怀亮,山西路家
《龙虎斗京华》,A、,铁琵琶掌法,达什巴图鲁,少林派
《龙虎斗京华》,A、,醉八仙拳,无,
《龙虎斗京华》,A、,金豹掌,宏真,少林派
《龙虎斗京华》,A、,地堂拳,卢继宗,
《龙虎斗京华》,A、,黑沙掌,无,少林派
《龙虎斗京华》,A、,红沙掌,无,少林派
《龙虎斗京华》,A、,金沙掌,无,少林派
《龙虎斗京华》,A、,铁扫帚,无,少林派
《龙虎斗京华》,A、,般若掌,无,少林派
《龙虎斗京华》,A、,长拳,无,少林派
《龙虎斗京华》,A、,大力千斤拳,噶布尔,
《龙虎斗京华》,A、,罗汉拳,噶布尔,
《龙虎斗京华》,A、,大摔碑手,噶布尔,
《龙虎斗京华》,A、,袁公剑法,岳君雄,
《龙虎斗京华》,A、,梅花拳,姜翼贤; 卓不凡,梅花拳（义和拳）
《龙虎斗京华》,A、,五行拳,章汉泽; 李家骏; 桑镜桐; 中年汉子,五行拳
《龙虎斗京华》,A、,蝴蝶掌,翦二先生; 何耀文,蝴蝶掌
《龙虎斗京华》,A、,八卦掌,叶澄清,八卦掌
《龙虎斗京华》,B、,防御类,,
《龙虎斗京华》,B、,金钟罩,无,
《龙虎斗京华》,C、,轻功类,,
《龙虎斗京华》,C、,细胸巧翻云,王再越,形意门
《龙虎斗京华》,C、,八步赶蝉,柳梦蝶; 丁晓; 娄无畏,
《龙虎斗京华》,D、,其他类,,
《龙虎斗京华》,D、,滚地堂,丁剑鸣; 柳剑吟; 娄无畏,北派
《龙虎斗京华》,E、,兵刃暗器,,
《龙虎斗京华》,E1、,奇兵利刃,使用者,
《龙虎斗京华》,E1、,蛟筋虬龙鞭,云中奇,
《龙虎斗京华》,E1、,丹凤剑,丁晓,
《龙虎斗京华》,E1、,灵犀镢,唐万川,
《龙虎斗京华》,E1、,藤蛇棒,宗达陀,
《龙虎斗京华》,E2、,独门暗器,使用者,
《龙虎斗京华》,E2、,牟尼珠镖,柳梦蝶; 心如神尼,
《龙虎斗京华》,E2、,金钱镖,柳剑吟; 丁剑鸣; 太极丁; 娄无畏; 丁晓; 柳梦蝶,
《龙虎斗京华》,E2、,唐门蒺藜,唐万川,
《龙虎斗京华》,E2、,子母弹,唐万川,
《龙虎斗京华》,E2、,蛇炎箭,唐万川,
《飞凤潜龙》,,武功资料,,
《飞凤潜龙》,A、,攻击类,,
《飞凤潜龙》,A、,太祖长拳,赵匡胤,
《飞凤潜龙》,A、,二圣棒,赵匡胤; 赵匡义,
《飞凤潜龙》,A、,金刚指力,完颜定国,
《飞凤潜龙》,A、,惊神笔法,完颜定国; 完颜长之,
《飞凤潜龙》,B、,兵刃,,
《飞凤潜龙》,B、,奇兵利刃,使用者,
《飞凤潜龙》,B、,绿玉杖,完颜定国; 完颜长之,
《绝塞传烽录》,,武功资料,,
《绝塞传烽录》,A、,攻击类,,
《绝塞传烽录》,A、,六阳手,杨大姑; 杨炎; 齐世杰; 杨牧,杨家
《绝塞传烽录》,A、,铁布衫,卫长青,
《绝塞传烽录》,A、,大摔碑手,卫长青,
《绝塞传烽录》,A、,绵掌,卫长青,
《绝塞传烽录》,A、,龙象功,齐世杰; 段剑青; 尔朱荣; 奢罗法师; 迦象,
《绝塞传烽录》,A、,龙爪手,杨炎; 龙则灵,龙家
《绝塞传烽录》,A、,小天星掌力,乌苏台; 江上云,
《绝塞传烽录》,A、,大擒拿手,乌苏台,
《绝塞传烽录》,A、,尉迟鞭,周霸,
《绝塞传烽录》,A、,弹指神通,乌苏台; 尔朱荣; 杨炎; 宇文博; 孟华,
《绝塞传烽录》,A、,追风剑法,杨炎; 丁兆鸣; 石清泉; 江上云; 甘武维; 韩英华; 孟华,天山派
《绝塞传烽录》,A、,（大力）金刚手,皇甫嵩; 缪长风,少林派
《绝塞传烽录》,A、,六合刀法,司马玄,
《绝塞传烽录》,A、,大须弥剑式,杨炎; 孟华,天山派
《绝塞传烽录》,A、,扫叶掌法,杨炎; 萧逸客; 龙灵珠,
《绝塞传烽录》,A、,苦恼拳,沐天澜,沐家
《绝塞传烽录》,A、,铁琵琶手,沐天澜; 支剑峰; 韩威武,
《绝塞传烽录》,A、,鹤膊手,沐天澜,
《绝塞传烽录》,A、,六合拳,齐世杰,六合派
《绝塞传烽录》,A、,护体神功,宇文博; 齐世杰,
《绝塞传烽录》,A、,明驼掌法,宇文雷,
《绝塞传烽录》,A、,伏虎拳,戴京,
《绝塞传烽录》,A、,狮子吼功,孟华; 缪长风; 杨炎; 优昙大师,
《绝塞传烽录》,A、,大须弥掌式,孟华; 杨炎; 江上云; 唐嘉源,
《绝塞传烽录》,A、,连环夺命剑法,孟华; 丹丘生,崆峒派
《绝塞传烽录》,A、,醉八仙剑法,杨炎,
《绝塞传烽录》,A、,太清气功,缪长风,
《绝塞传烽录》,A、,火焰刀,宇文博; 司马铁,
《绝塞传烽录》,A、,寒冰掌,宇文博,
《绝塞传烽录》,A、,擒龙抓,杨炎; 龙则灵,
《绝塞传烽录》,A、,伏魔掌法,武毅,丐帮
《绝塞传烽录》,A、,铁袖神功,缪长风,
《绝塞传烽录》,A、,修罗阴煞功,孟神通,
《绝塞传烽录》,A、,冰川剑法,齐世杰; 冷冰儿; 玉玲珑,
《绝塞传烽录》,A、,龙象剑法,杨炎,
《绝塞传烽录》,A、,龙形十八剑,杨炎; 龙则灵,
《绝塞传烽录》,A、,大力鹰爪功,卫托平,
《绝塞传烽录》,A、,鸳鸯连环腿,孟华,
《绝塞传烽录》,A、,江家剑法,江上云,
《绝塞传烽录》,B、,防御类,,
《绝塞传烽录》,B、,少阳神功,孟华; 杨炎; 钟展; 冷冰儿,
《绝塞传烽录》,B、,泥鳅功,穆欣欣,
《绝塞传烽录》,B、,沾衣十八跌,杨炎; 孟华; 缪长风,
《绝塞传烽录》,C、,轻功类,,
《绝塞传烽录》,C、,八步赶蝉,杨炎; 丁兆鸣,
《绝塞传烽录》,C、,明驼千里,宇文博,
《绝塞传烽录》,C、,踏雪无痕,张逍遥,
《绝塞传烽录》,C、,比翼双飞,杨炎; 龙灵珠,
《绝塞传烽录》,D、,其他类,,
《绝塞传烽录》,D、,大挪移神功,释湛; 齐世杰; 尔朱荣,烂陀寺
《绝塞传烽录》,D、,迷魂术,穆欣欣,
《绝塞传烽录》,D、,瑜迦术,尔朱荣,
《绝塞传烽录》,D、,天遁传音,杨炎,
《绝塞传烽录》,D、,天魔解体大法,宇文博,
《绝塞传烽录》,D、,龟息功,迦象; 段剑青,
《绝塞传烽录》,D、,七星阵,白驼山弟子,
《绝塞传烽录》,E、,兵刃暗器,,
《绝塞传烽录》,E1、,奇兵利刃,使用者,
《绝塞传烽录》,E1、,冰魄寒光剑,冷冰儿,
《绝塞传烽录》,E2、,独门暗器,使用者,
《绝塞传烽录》,E2、,天山神芒,陆敢当; 杨炎,
《绝塞传烽录》,E2、,冰魄神弹,冷冰儿,
《绝塞传烽录》,E2、,毒雾金针烈炎弹,段剑青; 宇文雷,
《白发魔女传》,,武功资料,,
《白发魔女传》,A、,攻击类,,
《白发魔女传》,A、,铁砂掌,西川双煞,
《白发魔女传》,A、,大擒拿手,耿绍南; 范筑; 金独异; 蒙面人,武当派
《白发魔女传》,A、,九宫神行掌,卓一航; 辛龙子,武当派
《白发魔女传》,A、,连环（夺命）剑,耿绍南; 卓一航; 红云道人; 白石道人,武当派
《白发魔女传》,A、,绵掌,练霓裳; 悟净; 慕容冲; 公孙大娘,少林派
《白发魔女传》,A、,五虎断门刀,黑衣卫士,
《白发魔女传》,A、,蹑云剑法,王照希,石家
《白发魔女传》,A、,鹰爪功,慕容冲; 成章五,
《白发魔女传》,A、,泼风剑法,卓一航,
《白发魔女传》,A、,大力金刚手,范筑,
《白发魔女传》,A、,披风剑,赵挺,嵩阳派
《白发魔女传》,A、,追风剑法,霍天都; 岳鸣珂,天山派
《白发魔女传》,A、,阴风毒砂掌,金千岩; 金独异; 郝建昌; 公孙大娘; 蒙面人,
《白发魔女传》,A、,五丁开山掌法,卓一航,
《白发魔女传》,A、,柔功,云燕平,西藏密宗
《白发魔女传》,A、,擒拿十八掌,云燕平,
《白发魔女传》,A、,撑椽手,无,岳家
《白发魔女传》,A、,阴阳双撞掌,铁飞龙; 悟净,
《白发魔女传》,A、,太极拳,无,太极派
《白发魔女传》,A、,雷霆八卦掌,铁飞龙,
《白发魔女传》,A、,鹤膊手,黄叶道人,
《白发魔女传》,A、,鸳鸯连环腿,红云道人; 李岩; 卓一航,武当派
《白发魔女传》,A、,龙形十八式,胡国柱,昆仑派
《白发魔女传》,A、,黑虎拳,胡国柱,
《白发魔女传》,A、,伏魔杖法,天元和尚,少林派
《白发魔女传》,A、,大摔碑手,铁飞龙; 神大元; 神一元,
《白发魔女传》,A、,太乙玄功,公孙大娘,
《白发魔女传》,A、,峨嵋剑法,龙啸云; 李申时,峨嵋派
《白发魔女传》,A、,达摩剑法,卓一航,武当派
《白发魔女传》,A、,伏虎拳,焦化,
《白发魔女传》,A、,七煞掌,神大元; 神一元,
《白发魔女传》,A、,野（铁）狐拳,神大元; 神一元,
《白发魔女传》,A、,毒砂掌,神大元; 神一元,
《白发魔女传》,A、,七擒掌,铁飞龙,
《白发魔女传》,A、,降龙伏虎拳,慕容冲,峨嵋派
《白发魔女传》,A、,劈挂掌,陕西盗首,北派
《白发魔女传》,A、,七绝诛魂剑,桑乾,
《白发魔女传》,A、,大力金钢杵,桑弧,
《白发魔女传》,A、,阴阳劈风掌,桑仁,
《白发魔女传》,A、,旋风剑法,练霓裳,
《白发魔女传》,A、,天龙剑法,天德上人,
《白发魔女传》,A、,连环掌法,成章五,
《白发魔女传》,B、,防御类,,
《白发魔女传》,B、,铁布衫,慕容冲,
《白发魔女传》,B、,童子功,杨云骢; 楚昭南,
《白发魔女传》,B、,沾衣十八跌,岳鸣珂,
《白发魔女传》,C、,轻功类,,
《白发魔女传》,C、,八步赶蝉,白石道人,
《白发魔女传》,C、,太极十三势,张三丰,太极派
《白发魔女传》,D、,其他类,,
《白发魔女传》,D、,千斤坠,岳鸣珂; 天德山人,
《白发魔女传》,D、,易筋缩骨,神大元; 神一元,
《白发魔女传》,D、,七绝诛魔阵,应修阳; 郑洪台; 卓一航; 赵挺; 范筑; 凌霄; 青松道人,
《白发魔女传》,E、,兵刃暗器,,
《白发魔女传》,E1、,奇兵利刃,使用者,
《白发魔女传》,E1、,寒光剑,卓一航,
《白发魔女传》,E1、,游龙剑,岳鸣珂,
《白发魔女传》,E1、,断玉剑,杨云骢,
《白发魔女传》,E1、,龙泉剑,岳鸣珂,
《白发魔女传》,E1、,金丝手套,岳鸣珂,
《白发魔女传》,E2、,独门暗器,使用者,
《白发魔女传》,E2、,九星定形针,练霓裳; 哈玛雅,
《白发魔女传》,E2、,鸳鸯枕,玄通,
《白发魔女传》,E2、,赤毒珠,公孙大娘,
《白发魔女传》,E2、,滚刀环,雷蒙法师,
《武林天骄》,,武功资料,,
《武林天骄》,A、,攻击类,,
《武林天骄》,A、,（大力）鹰爪功,檀公直; 哈必图; 车缭; 南宫造,
《武林天骄》,A、,弹指神通,檀公直; 耶律玄元; 檀羽冲,
《武林天骄》,A、,迷踪掌法,哈必图,
《武林天骄》,A、,大力金刚掌,哈必图,
《武林天骄》,A、,金刚指,哈必图; 完颜鉴; 昆布禅师,少林派
《武林天骄》,A、,伏虎拳,檀羽冲,
《武林天骄》,A、,六合刀法,檀羽冲,
《武林天骄》,A、,纯阳罡气,檀羽冲; 耶律玄元,
《武林天骄》,A、,狮子吼功,耶律玄元,
《武林天骄》,A、,空手入白刃,耶律玄元; 帅克殷; 赫连清波; 钟灵秀,
《武林天骄》,A、,地堂刀,短小精悍的汉子,
《武林天骄》,A、,滚地掌,短小精悍的汉子,
《武林天骄》,A、,八卦游身掌,赫连清波,
《武林天骄》,A、,绵掌,哈必图,
《武林天骄》,A、,龙爪手（擒龙手）,哈必图,
《武林天骄》,A、,大摔碑手,哈必图,
《武林天骄》,A、,化血刀,昆布禅师,
《武林天骄》,A、,惊神笔法,完颜定国,
《武林天骄》,A、,大擒拿手法,向天冲; 门客; 檀羽冲,
《武林天骄》,A、,铁沙掌,沙老三,
《武林天骄》,A、,双笔点四脉,孟天游,
《武林天骄》,A、,二笔点双脉,铁一笔,
《武林天骄》,A、,伏魔杖法,白云禅师,少林派
《武林天骄》,A、,血砂掌,赤松道人,
《武林天骄》,A、,天罡剑法,檀羽冲,
《武林天骄》,A、,小天星掌力,帅克殷,
《武林天骄》,A、,阴阳五行掌,金超岳,
《武林天骄》,A、,修罗阴煞功,金超岳,
《武林天骄》,A、,雷神掌,金超岳,
《武林天骄》,A、,狂草（书）笔法,文逸凡,
《武林天骄》,A、,楷书笔法,文逸凡,
《武林天骄》,A、,石鼓文笔法,文逸凡,
《武林天骄》,A、,五虎断门刀法,濮阳刚,保定府田家
《武林天骄》,A、,混元一炁功,风火龙; 尚昆阳; 朱丹鹤,
《武林天骄》,A、,分筋错骨手法,马天行; 崔浩; 门客,
《武林天骄》,A、,霹雳掌,石雷,
《武林天骄》,A、,柔云剑法,赫连清云,
《武林天骄》,B、,防御类,,
《武林天骄》,B、,沾衣十八跌,耶律玄元; 赫连清波; 檀羽冲; 文逸凡,
《武林天骄》,B、,铁布衫,黑道高手,
《武林天骄》,B、,金钟罩,无,
《武林天骄》,B、,金刚不坏身法,无,
《武林天骄》,B、,护体神功,无,
《武林天骄》,C、,轻功类,,
《武林天骄》,C、,天罗步法,耶律玄元,
《武林天骄》,C、,八步赶蝉,无,
《武林天骄》,C、,醉八仙步法,鲍三娘子,
《武林天骄》,D、,其他类,,
《武林天骄》,D、,天魔解体大法,檀公直,
《武林天骄》,D、,挪移穴道,檀羽冲,
《武林天骄》,D、,千斤坠,檀羽冲,
《武林天骄》,D、,大周天吐纳法,檀羽冲,
《武林天骄》,E、,兵刃暗器,,
《武林天骄》,E1、,奇兵利刃,使用者,
《武林天骄》,E1、,暖玉箫,耶律玄元; 檀羽冲,
《武林天骄》,E1、,金丝手套,帅克殷,
《武林天骄》,E1、,绿玉杖,完颜定国,
《武林天骄》,E2、,独门暗器,使用者,
《武林天骄》,E2、,毒香雾弹,赫连清波,
《武林天骄》,E2、,毒雾金针烈焰弹,赫连清波,
《萍踪侠影录》,,武功资料,,
《萍踪侠影录》,A、,进攻类,,
《萍踪侠影录》,A、,伏魔杖法,潮音和尚; 玄机逸士,
《萍踪侠影录》,A、,达摩剑法,云蕾,武当派
《萍踪侠影录》,A、,太极剑,云蕾,
《萍踪侠影录》,A、,蹑云剑法,石英; 石翠凤,
《萍踪侠影录》,A、,三阳剑,无,
《萍踪侠影录》,A、,（大力）金刚手法,董岳; 玄机逸士; 云重; 张丹枫,
《萍踪侠影录》,A、,（大力）鹰爪功,董岳; 玄机逸士; 云重; 澹台大娘; 麻翼赞; 沙无忌; 沙涛,
《萍踪侠影录》,A、,八卦游身掌,石翠凤,
《萍踪侠影录》,A、,毒砂掌,沙涛; 沙无忌,
《萍踪侠影录》,A、,迷踪拳,无,北派
《萍踪侠影录》,A、,连环夺命剑,松石道人; 赤霞道人,武当派
《萍踪侠影录》,A、,万流朝海元元剑法,谢天华; 张丹枫,
《萍踪侠影录》,A、,百变阴阳玄机剑法,叶盈盈; 云蕾; 谢天华,
《萍踪侠影录》,A、,天摩杖法,黑摩诃; 白摩诃,
《萍踪侠影录》,A、,五虎断门刀法,张风府; 云重,
《萍踪侠影录》,A、,（大）擒拿手法,贯仲; 毕道凡,
《萍踪侠影录》,A、,潜龙护宝盘旋十八打棒法,毕道凡,
《萍踪侠影录》,A、,缠身十八打棍法,毕道凡,
《萍踪侠影录》,A、,长拳,杨威,
《萍踪侠影录》,A、,铁琵琶手（掌）法,澹台灭明; 上官天野; 乌蒙夫,
《萍踪侠影录》,A、,绵掌,张风府,
《萍踪侠影录》,A、,弹指神通,董岳,
《萍踪侠影录》,A、,铁指铜琶,澹台灭明,
《萍踪侠影录》,A、,混元牌法,路明; 路亮,
《萍踪侠影录》,A、,罗汉拳,澹台灭明; 上官天野,
《萍踪侠影录》,A、,吴钩剑法,澹台灭明; 上官天野; 林韵仙,
《萍踪侠影录》,A、,一指禅功,上官天野; 乌蒙夫,
《萍踪侠影录》,A、,毒龙掌,郭洪,
《萍踪侠影录》,A、,风雷剑法,额吉多,
《萍踪侠影录》,A、,大力神拳,两条大汉,
《萍踪侠影录》,A、,阴风毒砂掌,沙无忌; 赤神子,
《萍踪侠影录》,A、,太极拳,张丹枫,
《萍踪侠影录》,A、,百变玄机掌法,张丹枫,
《萍踪侠影录》,A、,大须弥剑法,张丹枫,
《萍踪侠影录》,A、,轰雷掌,石英,
《萍踪侠影录》,A、,流云袖法,叶盈盈,
《萍踪侠影录》,A、,空手入白刃,上官天野,
《萍踪侠影录》,A、,南岳剑法,澹台镜明,
《萍踪侠影录》,A、,赤砂掌,沙无忌,
《萍踪侠影录》,B、,防御类,,
《萍踪侠影录》,B、,童子功,无,
《萍踪侠影录》,B、,沾衣十八跌,毕道凡; 陆展鹏,
《萍踪侠影录》,B、,铁布衫,杨威; 白山法师,
《萍踪侠影录》,B、,金钟罩,康超海,
《萍踪侠影录》,C、,轻功类,,
《萍踪侠影录》,C、,穿花绕树,云蕾,
《萍踪侠影录》,C、,蹑云步法,石英; 石翠凤,
《萍踪侠影录》,D、,其他类,,
《萍踪侠影录》,D、,磨盘功,黑摩诃,
《萍踪侠影录》,D、,瑜伽术,黑摩诃,
《萍踪侠影录》,D、,千斤坠,云蕾; 毕道凡; 张丹枫,
《萍踪侠影录》,E、,兵刃暗器,,
《萍踪侠影录》,E1、,奇兵利刃,使用者,
《萍踪侠影录》,E1、,白云剑,谢天华; 张丹枫,
《萍踪侠影录》,E1、,青冥剑,叶盈盈; 云蕾,
《萍踪侠影录》,E1、,白玉杖,白摩诃,
《萍踪侠影录》,E1、,绿玉杖,黑摩诃,
《萍踪侠影录》,E1、,降龙棒,毕道凡,
《萍踪侠影录》,E2、,独门暗器,使用者,
《萍踪侠影录》,E2、,梅花蝴蝶镖,云蕾; 叶盈盈,
《萍踪侠影录》,E2、,飞蝗石,石英,
《萍踪侠影录》,E2、,火灵珠,郝宝椿,
《萍踪侠影录》,E2、,毒龙钉,郭洪,
《萍踪侠影录》,E2、,九星定形针,叶盈盈,
《七剑下天山》,,武功资料,,
《七剑下天山》,A、,攻击类,,
《七剑下天山》,A、,无极剑法,凌未风; 傅青主; 刘郁芳; 单思南; 张华昭,终南派
《七剑下天山》,A、,绞刀法,满洲大汉,
《七剑下天山》,A、,无极掌,冒浣莲,
《七剑下天山》,A、,风雷剑法,多铎; 齐真君; 邱东洛,
《七剑下天山》,A、,（大力）鹰爪功,阎中天; 桂天澜; 桂仲明; 路明; 路亮,北派
《七剑下天山》,A、,（八卦）游身掌法,武琼瑶; 凌未风; 尚云亭,终南派
《七剑下天山》,A、,大力千斤拳,两个喇嘛,
《七剑下天山》,A、,截手法,凌未风,
《七剑下天山》,A、,长拳,教头甲; 侍卫,
《七剑下天山》,A、,达摩掌法,韩志邦; 辛龙子; 凌未风,
《七剑下天山》,A、,达摩剑法,辛龙子; 桂仲明; 张华昭,
《七剑下天山》,A、,达摩拳,辛龙子,
《七剑下天山》,A、,八卦紫金刀法,韩志邦; 单思南,
《七剑下天山》,A、,钩镰刀,单思南,
《七剑下天山》,A、,绵掌,晦鸣禅师; 桂天澜; 桂仲明,
《七剑下天山》,A、,摩云剑法,范铮,南派
《七剑下天山》,A、,罗汉拳,保柱,少林派
《七剑下天山》,A、,分筋错骨手法,傅青主,
《七剑下天山》,A、,九宫神行掌,石天成; 卓一航,武当派
《七剑下天山》,A、,鸳鸯连环腿,石天成; 卓一航; 辛龙子,
《七剑下天山》,A、,铁沙掌,葛中龙; 张一虎,
《七剑下天山》,A、,地堂腿,葛中龙,
《七剑下天山》,A、,五行拳,葛中龙; 钱四麟,
《七剑下天山》,A、,无极拳,傅青主,
《七剑下天山》,A、,流云飞袖,傅青主,
《七剑下天山》,A、,铁指禅,傅青主,
《七剑下天山》,A、,五禽剑法,石大娘; 桂仲明; 叶云荪,
《七剑下天山》,A、,吴钩剑法,申天虎; 申天豹; 洪四把子,
《七剑下天山》,A、,天魔（龙）杖法,韩荆,
《七剑下天山》,A、,空手入白刃,陆亮; 凌未风,
《七剑下天山》,A、,大擒拿手法,楚昭南; 纳兰明慧,
《七剑下天山》,A、,蹑云（十三）剑法,石振天,
《七剑下天山》,A、,小天星掌力,孟武威,
《七剑下天山》,A、,追风剑法,楚昭南; 易兰珠,天山派
《七剑下天山》,A、,寒涛剑法,凌未风,天山派
《七剑下天山》,A、,须弥剑法,楚昭南; 凌未风,天山派
《七剑下天山》,A、,须弥掌,凌未风,天山派
《七剑下天山》,A、,天龙掌法,扎布伦寺的大喇嘛; 教头乙; 天雄,
《七剑下天山》,A、,大摔碑手,凌未风; 石天成,
《七剑下天山》,A、,飞云袖底剑,傅青主,
《七剑下天山》,A、,（大力）金刚（散）手,王刚; 天雄,
《七剑下天山》,A、,金钢大力手法,凌未风; 桑弧,
《七剑下天山》,A、,天龙剑,六个喇嘛,
《七剑下天山》,A、,太极拳,无,
《七剑下天山》,A、,七绝诛魄剑,桑乾,
《七剑下天山》,A、,阴阳劈风掌,桑仁,
《七剑下天山》,A、,大力金钢杵,桑弧,
《七剑下天山》,A、,百步神拳,凌未风,
《七剑下天山》,A、,铁琵琶掌力,凌未风,
《七剑下天山》,B、,防御类,,
