novel,name,description,importance
《风云雷电》,孟铸,孟霆的长子。,other
《风云雷电》,孟印,孟霆的次子。,other
《风云雷电》,马如龙,天马镖局的老镖头。,other
《风云雷电》,邓君山,震远镖局的老镖头。,other
《风云雷电》,薛兆,大都的名武师，马如龙之友。,other
《风云雷电》,梅锷,沧海梅花拳的掌门人。,other
《风云雷电》,赵斌,虎威镖局的股东之一，赵武仲之父。,other
《风云雷电》,刘博,虎威镖局的新任总镖局。,other
《风云雷电》,符强,金国御林军军官。,other
《风云雷电》,谢康,京兆尹衙门的老捕头。,other
《风云雷电》,梅清和,“老少双侠”之一，梅锷之侄。,other
《风云雷电》,杜长青,“老少双侠”之一，杜玉门之叔。,other
《风云雷电》,杜玉门,追魂剑的掌门人。,other
《风云雷电》,马淳,马展之子。,other
《风云雷电》,石青,崆峒派弟子。,other
《风云雷电》,罗大虎,海砂帮弟子。,other
《风云雷电》,梁存孝,保定武师。,other
《风云雷电》,邓铣,精武门拳师。,other
《风云雷电》,金亦坚,游龙帮弟子。,other
《风云雷电》,李向华,青城派弟子。,other
《风云雷电》,罗宏,罗汉拳的名手。,other
《风云雷电》,向奎,天马镖局的镖师，罗宏之友。,other
《风云雷电》,丁一鸣,大都的名武师。,other
《风云雷电》,尚维武,大都的名武师。,other
《风云雷电》,完颜璧,完颜长之之女。,other
《风云雷电》,鄂卜苏,满族人，滦河知名的大夫。,other
《风云雷电》,邵洛川,丐帮六代弟子。,other
《风云雷电》,三、反派人物,,other
《风云雷电》,胡轩,“崆峒三煞”之一，崆峒派名宿。,other
《风云雷电》,年大成,“崆峒三煞”之首，胡轩的师兄。,other
《风云雷电》,石错,山西大同府石家庄的庄主。,other
《风云雷电》,石元,山西大同府石家庄的二庄主，后投靠金国御林军。,other
《风云雷电》,黑龙禅师,关外长白山的高手。,other
《风云雷电》,呼延豹,独脚大盗，完颜长之的手下。,other
《风云雷电》,独孤雄,关外牧场场主，完颜长之的手下。,other
《风云雷电》,完颜长之,金国皇叔，御林军统领，“金国三大高手”之一。,other
《风云雷电》,连浩明,“判官神笔”，第一点穴高手。,other
《风云雷电》,丘大成,吕玉瑶的表哥，后投靠完颜长之。,other
《风云雷电》,年震山,“黑鹰”，独行大盗。,other
《风云雷电》,赵登禹,年震山之徒。,other
《风云雷电》,龙象法王,蒙古第一高手，蒙古国师。,other
《风云雷电》,乌蒙,龙象法王的大弟子，金帐武士。,other
《风云雷电》,卓合图,蒙古摔角好手，金帐武士。,other
《风云雷电》,娄人俊,娄家庄庄主，年震山的师弟。,other
《风云雷电》,张彩玉,娄人俊之妻。,other
《风云雷电》,娄英豪,娄人俊之子。,other
《风云雷电》,白坚武,青龙帮“四大金刚”的老二，后变节。,other
《风云雷电》,萨怒穷,娄人俊的师兄。,other
《风云雷电》,金七,金国军官。,other
《风云雷电》,翦长春,金国御林军副统领，“御林军三大高手”之一。,other
《风云雷电》,完颜豪,完颜长之之子。,other
《风云雷电》,西门柱石,西门牧野之侄，完颜豪的随从。,other
《风云雷电》,郑友宝,完颜豪的随从。,other
《风云雷电》,拖雷,蒙古元帅。,other
《风云雷电》,端木赐,金国御林军军官。,other
《风云雷电》,朝元道人,黄石道人之徒。,other
《风云雷电》,观照,少林寺的叛徒，四空上人之徒。,other
《风云雷电》,马寡妇,马兴元之妻。,other
《风云雷电》,班建侯,完颜长之的王府总管，“金国御林军三大高手”之一。,other
《风云雷电》,石昆,,other
《风云雷电》,焦霸,“云中双煞”之一。,other
《风云雷电》,褚凡,完颜长之手下的武士。,other
《风云雷电》,金光灿,“金国御林军三大高手”之一。,other
《风云雷电》,宇文化及,龙象法王的三弟子，金帐武士。,other
《风云雷电》,呼韩邪,金帐武士，蒙古有名的剑客。,other
《风云雷电》,巴真,金帐武士，蒙古有名的剑客。,other
《风云雷电》,司空涛,金国御林军中的高手。,other
《风云雷电》,呼延化,金国御林军中的高手。,other
《风云雷电》,辛柔荑,“辛十四姑”，完颜璧之师，曾暗恋韩大维。,other
《风云雷电》,完颜雍,金国皇帝。,other
《风云雷电》,呼图赫,龙象法王的五弟子。,other
《风云雷电》,楚雁行,韦陀门的拳师，曾是黑道中人。,other
《风云雷电》,卜礼青,金国镇守山海关的总兵。,other
《风云雷电》,钱进,窦光枢的手下。,other
《风云雷电》,柴宝,窦光枢的手下。,other
《风云雷电》,卜魁,窦光枢的手下。,other
《风云雷电》,窦光枢,金光灿的师弟。,other
《风云雷电》,无妄上人,龙象法王的师弟。,other
《风云雷电》,旭烈元,金国大内卫士总管。,other
《风云雷电》,四、提到人物,,other
《风云雷电》,康元弼,锦州节度使。,other
《风云雷电》,石攻,山西大同府石家庄的三庄主。,other
《风云雷电》,吴卖乞,当朝宰相。,other
《风云雷电》,史弥远,丞相。,other
《风云雷电》,太丘和尚,“金国三大高手”之一，金国国师。,other
《风云雷电》,金光道长,武当派掌门。,other
《风云雷电》,韩大维,隐居洛阳的武学大师。,other
《风云雷电》,耿照,江南大侠，南宋“飞虎军”总兵。,other
《风云雷电》,秦弄玉,耿照之妻，秦重之女。,other
《风云雷电》,定慧师太,明慧公主之师。,other
《风云雷电》,阿盖,蒙古著名武士，李思南之友。,other
《风云雷电》,小翠,娄人俊家的丫鬟。,other
《风云雷电》,秦重,蓟州名武师。,other
《风云雷电》,李家骏,秦重的大弟子，金鸡岭的头目。,other
《风云雷电》,杨雁声,秦重的二弟子。,other
《风云雷电》,柳清瑶,“蓬莱魔女”，金鸡岭寨主，北五省绿林盟主，华谷涵之妻。,other
《风云雷电》,桑见田,武林前辈。,other
《风云雷电》,桑青虹,桑见田的二女儿，公孙奇之妻。,other
《风云雷电》,公孙奇,桑见田的女婿。,other
《风云雷电》,公孙璞,公孙奇与桑青虹的儿子。,other
《风云雷电》,康灵,康彻之妹，仇异的未婚妻。,other
《风云雷电》,西门牧野,关外大魔头。,other
《风云雷电》,窝阔台,蒙古大汗。,other
《风云雷电》,察合台,成吉思汗之子，云中燕之父。,other
《风云雷电》,赫连青云,檀羽冲之妻。,other
《风云雷电》,黄石道人,白鹤观的主持。,other
《风云雷电》,四空上人,少林寺十八罗汉首座。,other
《风云雷电》,马兴元,横行北五省的盗魁。,other
《风云雷电》,马展,九门提督衙门的总捕头。,other
《风云雷电》,朱九穆,,other
《风云雷电》,陶令威,林重的大徒弟。,other
《风云雷电》,王剑豪,林重的二徒弟。,other
《风云雷电》,石图南,河南名武师，虎威镖局的股东之一。,other
《风云雷电》,檀道雄,檀羽冲之叔，曾任金国兵马大元帅。,other
《风云雷电》,檀世英,檀道雄之子。,other
《风云雷电》,阳天雷,褚云峰、谷涵虚的师伯。,other
《风云雷电》,屠龙,屠百城之子。,other
《风云雷电》,孟少刚,天下第一剑客。,other
《风云雷电》,徐子嘉,虎威镖局四大镖头之一。,other
《风云雷电》,叶云鹤,神医。,other
《风云雷电》,孟七娘,辛柔荑的表妹，曾暗恋韩大维。,other
《风云雷电》,谷啸风,韩大维的女婿。,other
《风云雷电》,谷若虚,谷啸风之父。,other
《风云雷电》,史天铎,南宋水寇。,other
《风云雷电》,柳洞天,李思南的得力手下。,other
《风云雷电》,阮蛟,黄河帮帮主，梁山好汉阮小二的后人。,other
《风云雷电》,杨婉,李思南之妻。,other
《武当一剑》,耿（蓝）玉京,“武当一剑”，武当派少年弟子。,main
《武当一剑》,西门燕,耿玉京情侣，牟一羽妹妹。,main
《武当一剑》,东方亮,西门燕表哥，向天明徒弟。,main
《武当一剑》,牟一羽,牟沧浪儿子，后任武当派掌门。,main
《武当一剑》,蓝水灵,耿玉京姐姐，不悔挂名弟子。,main
《武当一剑》,不歧（戈振军）,原何其武大弟子，后为无相真人关门弟子。,main
《武当一剑》,牟沧浪（无名真人）,原中州大侠，武当俗家弟子，后为武当派第十九代掌门人。,main
《武当一剑》,殷明珠,西门夫人，牟沧浪恋人。,other
《武当一剑》,慧可,少林寺烧火和尚，原“小五义”中老五。,other
《武当一剑》,耿京士,何其武二弟子，耿玉京父亲。,other
《武当一剑》,何玉燕,何其武独生女儿，耿玉京母亲。,other
《武当一剑》,何亮,何其武家老家人。,other
《武当一剑》,蓝靠山,耿玉京养父，蓝水灵父亲。,other
《武当一剑》,蓝大嫂,蓝靠山老婆。,other
《武当一剑》,郭东来,沧州剑客，原“小五义”中老大。,other
《武当一剑》,郭璞（霍卜托）,郭东来儿子。,other
《武当一剑》,无相真人,武当派第十八代掌门。,other
《武当一剑》,无极道人,武当三老之首。,other
《武当一剑》,无量道人,武当三老之二。,other
《武当一剑》,无色道人,武当三老之三。,other
《武当一剑》,不波,无极长老首徒。,other
《武当一剑》,不悔道姑,武当女道士，蓝水灵师父。,other
《武当一剑》,不戒,无相真人大弟子。,other
《武当一剑》,不浮,无色道人三弟子。,other
《武当一剑》,不败,无量道人大弟子。,other
《武当一剑》,不呆,无量道人弟子。,other
《武当一剑》,不破,无量道人三弟子。,other
《武当一剑》,不弱,无量道人四弟子。,other
《武当一剑》,不妄,武当派紫霄宫管事。,other
《武当一剑》,不难,武当派第二代弟子。,other
《武当一剑》,不嗔,武当派第二代弟子。,other
《武当一剑》,不疑,武当派第二代弟子。,other
《武当一剑》,不忧,武当派第二代弟子。,other
《武当一剑》,不惑,武当派第二代弟子。,other
《武当一剑》,悟性,武当派第三代弟子。,other
《武当一剑》,玄通,武当派清虚观中管理杂工的道人。,other
《武当一剑》,向天明,“剑圣”，玄贞子徒弟，东方亮师父。,other
《武当一剑》,痛禅上人,少林寺方丈。,other
《武当一剑》,本无大师,少林寺达摩院首座。,other
《武当一剑》,圆真,少林寺罗汉堂主持，十八罗汉第一位。,other
《武当一剑》,圆性,少林寺十八罗汉第二位。,other
《武当一剑》,圆通,少林寺十八罗汉第十三位。,other
《武当一剑》,圆业,少林寺僧人。,other
《武当一剑》,了凡,少林寺香积厨的主持僧人。,other
《武当一剑》,了缘,少林寺挑水和尚，慧可挂名弟子。,other
《武当一剑》,凤栖梧,陆志诚手下女香主。,other
《武当一剑》,平大嫂,凤栖梧手下。,other
《武当一剑》,泉如镜,甘肃泉家使毒高手。,other
《武当一剑》,米千钟,陕北武师。,other
《武当一剑》,过铁铮,号称“剑神”的巴山剑客，出身崆峒派。,other
《武当一剑》,秦岭云,过铁铮好友。,other
《武当一剑》,鲁顺,一出卖西门燕的客店主人。,other
《武当一剑》,韩翔,断魂谷主，强盗头子。,other
《武当一剑》,班大超,断魂谷副谷主，后背叛韩翔。,other
《武当一剑》,马一同,断魂谷副谷主。,other
《武当一剑》,韩成,韩翔侄儿。,other
《武当一剑》,龙霸天,龙门帮帮主，龙门五霸老大,other
《武当一剑》,殷天德,龙门五霸老二。,other
《武当一剑》,郑天豪,龙门五霸老三。,other
《武当一剑》,李文杰,龙门五霸老四。,other
《武当一剑》,司马操,凤栖梧一仇人，后为龙门五霸老五,other
《武当一剑》,红绡,西门燕家丫鬓。,other
《武当一剑》,紫玉,西门燕家丫鬓。,other
《武当一剑》,三、反派人物,,other
《武当一剑》,王晦闻,原“小五义”中老二，后伪装为服侍无相真人的聋哑道人。,other
《武当一剑》,西门牧,“小五义”中老四。,other
《武当一剑》,常五娘,“青蜂”，唐仲山情妇。,other
《武当一剑》,唐仲山,唐二先生，暗器世家四川唐家二公子。,other
《武当一剑》,陆志诚,“阴间秀才”，原西门牧手下。,other
《武当一剑》,周雄,鲁南的独脚大盗。,other
《武当一剑》,金鼎和,辽东乌鲨镇大渔霸，实为金国奸细。,other
《武当一剑》,廖掌柜,金鼎和手下掌柜。,other
《武当一剑》,英松龄,金鼎和客卿。,other
《武当一剑》,英松龄,金鼎和客卿。,other
《武当一剑》,嘉错法师,红衣番僧，西藏密宗高手。,other
《武当一剑》,韩超,原为西门牧手下，后为金国龙骑军军官。,other
《武当一剑》,齐真君,努尔哈赤的金帐武士之一。,other
《武当一剑》,来保儿,陆志诚手下。,other
《武当一剑》,褚千石,御林军副统领，实为金国内奸。,other
《武当一剑》,赵太康,御林军高级军官，实为金国内奸。,other
《武当一剑》,连横,四笔战八脉连家子侄，黑鲨帮主罗江峰副手。,other
《武当一剑》,四、提到人物,,other
《武当一剑》,达摩禅师,少林武功始祖。,other
《武当一剑》,张三丰,武当派开山祖师。。,other
《武当一剑》,昙宗,唐时助秦王少林十三僧之一。,other
《武当一剑》,牟独逸,武当派第三代俗家掌门人，当时天下第一剑客。,other
《武当一剑》,霍天都,天山派掌门人。,other
《武当一剑》,努尔哈赤,金国可汗。,other
《武当一剑》,幻空真人,上一代武当掌门人，何其武与无量道人的师父。,other
《武当一剑》,金光真人,上任武当掌门人，无相真人师父。,other
《武当一剑》,何其武,两湖大侠，武当俗家弟子。,other
《武当一剑》,丁云鹤,何其武三师弟。,other
《武当一剑》,石铸,震远镖局前总镖头。,other
《武当一剑》,钟柳堂,无极派掌门人。,other
《武当一剑》,玄贞子,昆仑派前代第一剑术高手。,other
《武当一剑》,玄通子,昆仑派前代掌门人。,other
《武当一剑》,石灵子,昆仑派现掌门。,other
《武当一剑》,唐伯山,唐仲山大哥。,other
《武当一剑》,东方晓,东方亮父亲，“小五义”中老三。,other
《武当一剑》,殷丽珠,东方晓夫人，殷明珠姐姐。,other
《武当一剑》,丁六娘,“青蛇”，黑道上一个著名女匪。,other
《武当一剑》,穆盈盈,西门牧情妇，穆家排行第七的女儿。,other
《武当一剑》,罗江峰,黑鲨帮帮主。,other
《武当一剑》,王晦声,王晦闻兄长。,other
《武当一剑》,熊廷弼,明朝辽东经略。,other
《武当一剑》,袁崇焕,明朝宁远守将。,other
《草莽龙蛇传》,丁晓,丁剑鸣儿子。,main
《草莽龙蛇传》,姜凤琼,“红衣女侠”，姜翼贤孙女儿，丁晓妻子。,main
《草莽龙蛇传》,朱红灯（朱聚贤）,义和团创始人，姜翼贤最得意门徒。,main
《草莽龙蛇传》,姜翼贤,梅花剑老掌门。,main
《草莽龙蛇传》,上官瑾,“铁面书生”，朱红灯朋友。,main
《草莽龙蛇传》,陈永传,太极陈，河南陈家沟太极拳高手。,main
《草莽龙蛇传》,柳剑吟,丁剑鸣师兄。,other
《草莽龙蛇传》,丁剑鸣,保定丁派太极门掌门人。,other
《草莽龙蛇传》,金华,丁剑鸣大徒弟。,other
《草莽龙蛇传》,杨振刚,柳剑吟二徒弟。,other
《草莽龙蛇传》,刘希宏,柳剑吟内侄。,other
《草莽龙蛇传》,卓不凡,姜翼贤师弟。,other
《草莽龙蛇传》,陈永承,陈永传二哥。,other
《草莽龙蛇传》,陈保明,陈永承儿子，陈永传侄子。,other
《草莽龙蛇传》,陈保英,陈永传儿子。,other
《草莽龙蛇传》,吴方甫,陈永传表弟。,other
《草莽龙蛇传》,刘黑三,吴方甫徒弟。,other
《草莽龙蛇传》,心如神尼,司空照师姐。,other
《草莽龙蛇传》,司空照,上官瑾师傅。,other
《草莽龙蛇传》,方复汉,上官瑾第一位师傅。,other
《草莽龙蛇传》,翦二先生,蝴蝶掌前辈。,other
《草莽龙蛇传》,韩季龙,两湖名武师。,other
《草莽龙蛇传》,王子铭,大刀会主持人。,other
《草莽龙蛇传》,杜真娘,“艳罗刹”，大刀会女营总头目，上官瑾情侣。,other
《草莽龙蛇传》,李来中,山东义和团代总舵。,other
《草莽龙蛇传》,张德成,山东义和团副总舵。,other
《草莽龙蛇传》,杜赵驴,山东昌邑县义和团总舵。,other
《草莽龙蛇传》,公孙业,终南派武师，浪得虚名。,other
《草莽龙蛇传》,马寿山,陕北回民老英雄。,other
《草莽龙蛇传》,马堡主,碱泉子回民堡堡主。,other
《草莽龙蛇传》,三、反派人物,,other
《草莽龙蛇传》,索善余,保定首富。,other
《草莽龙蛇传》,华元通,索善余襟兄弟。,other
《草莽龙蛇传》,索志超,索善余三儿子。,other
《草莽龙蛇传》,郝七,索家护院。,other
《草莽龙蛇传》,沙鸣远,“千里追风”，清廷鹰犬。,other
《草莽龙蛇传》,沙守义,沙鸣远堂弟，清廷鹰犬。,other
《草莽龙蛇传》,董绍堂,太平天国叛徒，清廷鹰犬。,other
《草莽龙蛇传》,白贞一,清廷鹰犬。,other
《草莽龙蛇传》,焦忠耀,九门提督手下。,other
《草莽龙蛇传》,尚达,清廷鹰犬。,other
《草莽龙蛇传》,熊朗,清廷鹰犬。,other
《草莽龙蛇传》,骆飞龙,“西北三龙”老大，清廷鹰犬。,other
《草莽龙蛇传》,骆白龙,“西北三龙”老二，清廷鹰犬。,other
《草莽龙蛇传》,骆金龙,“西北三龙”老三，清廷鹰犬。,other
《草莽龙蛇传》,童大虎,“西北二虎”老大，清廷鹰犬。,other
《草莽龙蛇传》,童二虎,“西北二虎”老二，清廷鹰犬。,other
《草莽龙蛇传》,王再越,清廷鹰犬。,other
《草莽龙蛇传》,简大熊,陕甘总督手下。,other
《草莽龙蛇传》,多罗喇嘛,清廷鹰犬。,other
《草莽龙蛇传》,达特昌,清廷鹰犬。,other
《草莽龙蛇传》,喀图音,清宫特等巴图鲁。,other
《草莽龙蛇传》,阿摩良,陕甘总督侍卫。,other
《草莽龙蛇传》,铁大鼎,御林军统领。,other
《草莽龙蛇传》,郝天龙,护送索家的武师。,other
《草莽龙蛇传》,郝天豹,护送索家的武师。,other
《草莽龙蛇传》,四、提到人物,,other
《草莽龙蛇传》,晦明神僧,心如神尼、司空照两人师傅。,other
《草莽龙蛇传》,古飞云,直隶点穴名家。,other
《草莽龙蛇传》,钟海平,形意门掌门人。,other
《草莽龙蛇传》,管羽祯,万胜门老掌门人。,other
《草莽龙蛇传》,刘展鹏,万胜门长辈老拳师。,other
《草莽龙蛇传》,刘云英,刘展鹏儿子，万胜门新掌门人。,other
《草莽龙蛇传》,姜正筠,姜凤琼父亲。,other
《草莽龙蛇传》,穆天民,杜真娘前夫。,other
《草莽龙蛇传》,独孤一行,“百爪神鹰”，江湖大侠。,other
《草莽龙蛇传》,娄无畏,柳剑鸣大弟子。,other
《草莽龙蛇传》,马凤姑,回民女英雄，卓不凡情人。,other
《草莽龙蛇传》,马化龙,回族白山教教主。,other
《草莽龙蛇传》,屠大胡子,关外马贼。,other
《草莽龙蛇传》,单思南,明代浙江派武术宗师。,other
《草莽龙蛇传》,陈清平,河南陈家沟太极陈前辈。,other
《草莽龙蛇传》,杨露蝉,陈清平关门弟子。,other
《草莽龙蛇传》,杨班侯,杨露蝉儿子。,other
《草莽龙蛇传》,吴全佑,杨露蝉弟子。,other
《草莽龙蛇传》,陈秀峰,广平太极武师。,other
《草莽龙蛇传》,董海公,八卦派高手。,other
《草莽龙蛇传》,萨回回,嘉庆时的回族高人。,other
《草莽龙蛇传》,噶布尔,清宫特等巴图鲁。,other
《草莽龙蛇传》,蒙永真,清廷鹰犬。,other
《草莽龙蛇传》,刘云玉,柳大娘，柳剑吟妻子。,other
《草莽龙蛇传》,曹福田,义和团重要头领。,other
《草莽龙蛇传》,戴树琪,李来中得力手下。,other
《草莽龙蛇传》,董福祥,清军将领，李来中原上司。,other
《草莽龙蛇传》,洪秀全,太平天国天王。,other
《草莽龙蛇传》,石达开,太平天国翼王。,other
《草莽龙蛇传》,杨秀清,太平天国东王。,other
《草莽龙蛇传》,韦昌辉,太平天国北王。,other
《草莽龙蛇传》,陈玉成,太平天国英王。,other
《草莽龙蛇传》,洪宣娇,太平天国女将领。,other
《草莽龙蛇传》,萧三娘,太平天国女将领。,other
《草莽龙蛇传》,洪仁轩,洪秀全兄弟。,other
《草莽龙蛇传》,赖文光,捻军领袖。,other
《草莽龙蛇传》,陈得才,捻军领袖。,other
《草莽龙蛇传》,张宗禹,捻军将领。,other
《草莽龙蛇传》,刘永福,抗法名将。,other
《草莽龙蛇传》,刘三姑,刘永福妹子，红灯照成员。,other
《草莽龙蛇传》,慈禧太后,清西太后。,other
《草莽龙蛇传》,曾国藩,满清大臣。,other
《草莽龙蛇传》,曾国荃,满清大臣。,other
《草莽龙蛇传》,左宗棠,满清大臣。,other
《草莽龙蛇传》,僧格林沁,满清亲王。,other
《草莽龙蛇传》,李鸿章,满清大臣。,other
《草莽龙蛇传》,袁世凯,满清大臣。,other
《草莽龙蛇传》,裕禄,直隶总督。,other
《草莽龙蛇传》,李秉衡,山东巡抚。,other
《草莽龙蛇传》,张汝梅,河南巡抚。,other
《草莽龙蛇传》,毓贤,山东巡抚。,other
《草莽龙蛇传》,夏器通,清科考解元。,other
《龙虎斗京华》,柳剑吟,太极门名拳师。,main
《龙虎斗京华》,娄无畏,柳剑吟弟子。,main
《龙虎斗京华》,柳梦蝶,柳剑吟女儿。,main
《龙虎斗京华》,左含英,柳剑吟三弟子。,main
《龙虎斗京华》,丁剑鸣,太极丁儿子，柳剑吟师弟。,main
《龙虎斗京华》,丁晓,丁剑鸣儿子。,main
《龙虎斗京华》,刘云玉,柳剑吟妻子，柳大娘。,other
《龙虎斗京华》,独孤一行,“百爪神鹰”，老英雄。,other
《龙虎斗京华》,云中奇,原匕首会开山三老之一。,other
《龙虎斗京华》,钟海平,形意拳掌门人。,other
《龙虎斗京华》,刘希宏,刘云玉侄子。,other
《龙虎斗京华》,杨振刚,柳剑吟二弟子。,other
《龙虎斗京华》,金华,丁剑鸣大弟子。,other
《龙虎斗京华》,雷宏,丁剑鸣二弟子。,other
《龙虎斗京华》,太极丁,柳剑吟师父。,other
《龙虎斗京华》,心如神尼,晦明神僧第三代唯一女弟子，柳梦蝶师父。,other
《龙虎斗京华》,慧修,心如神尼记名弟子。,other
《龙虎斗京华》,李家骏,五行拳名家章汉泽弟子。,other
《龙虎斗京华》,何文耀,翦二先生弟子。,other
《龙虎斗京华》,刘云英,山西万胜门掌门，刘云玉弟弟。,other
《龙虎斗京华》,姜凤琼,丁晓妻子。,other
《龙虎斗京华》,上官瑾,江苏“铁面书生”。,other
《龙虎斗京华》,宏真,少林派高手。,other
《龙虎斗京华》,罗焕先,四川打穴名家。,other
《龙虎斗京华》,孙尚明,云南大侠。,other
《龙虎斗京华》,翦二先生,蝴蝶掌前辈。,other
《龙虎斗京华》,韩季龙,西湖名武师。,other
《龙虎斗京华》,陈永承,陈永传二哥。,other
《龙虎斗京华》,杨广达,北京老拳师。,other
《龙虎斗京华》,卓不凡,姜翼贤师弟。,other
《龙虎斗京华》,唐万川,“飞天神猿”，四川唐家高手。,other
《龙虎斗京华》,唐栋材,唐万川叔叔。,other
《龙虎斗京华》,傅图南,武当派武师。,other
《龙虎斗京华》,卢继宗,傅图南弟子。,other
《龙虎斗京华》,古飞云,河南点穴名家，胡一鄂师叔。,other
《龙虎斗京华》,郑三,匕首会小党羽。,other
《龙虎斗京华》,余济万,山东蒲台海阳帮副舵主。,other
《龙虎斗京华》,李来中,朱红灯继承人，义和团第二代总头目。,other
《龙虎斗京华》,张德成,义和团重要头领。,other
《龙虎斗京华》,曹福田,义和团重要头领。,other
《龙虎斗京华》,董二姑,义和团红灯照女头目。,other
《龙虎斗京华》,刘三姑,义和团红灯照女头目，抗法名将刘永福幼妹。,other
《龙虎斗京华》,王虎子,北京义和团首领。,other
《龙虎斗京华》,三、反派人物,,other
《龙虎斗京华》,岳君雄,北京义和团保清派首领，害死柳剑吟主谋。,other
《龙虎斗京华》,噶布尔,大喇嘛，岳君雄方比武主力。,other
《龙虎斗京华》,达什,清廷巴图鲁，清宫特选卫士队长。,other
《龙虎斗京华》,耿卓环,海阳帮大舵主。,other
《龙虎斗京华》,萨奇罕,回族卫士，清廷鹰犬。,other
《龙虎斗京华》,路怀亮,山西路家嫡系子孙，清廷鹰犬。,other
《龙虎斗京华》,宗达陀,西藏喇嘛。,other
《龙虎斗京华》,蒙永真,清宫大内头等卫士。,other
《龙虎斗京华》,胡一鄂,清宫大内头等卫士。,other
《龙虎斗京华》,王再越,清廷鹰犬。,other
《龙虎斗京华》,罗大虎,罗家五虎老大，清廷鹰犬。,other
《龙虎斗京华》,罗二虎,罗家五虎老二，清廷鹰犬。,other
《龙虎斗京华》,罗三虎,罗家五虎老三，清廷鹰犬。,other
《龙虎斗京华》,罗四虎,罗家五虎老四，清廷鹰犬。,other
《龙虎斗京华》,罗五虎,罗家五虎老五，清廷鹰犬。,other
《龙虎斗京华》,严振山,严家兄弟老大，原京城捕头，清廷鹰犬。,other
《龙虎斗京华》,严振海,严家兄弟老二，原京城捕头，清廷鹰犬。,other
《龙虎斗京华》,索善余,保定大士绅。,other
《龙虎斗京华》,索志超,索善余三儿子。,other
《龙虎斗京华》,叶澄清,索家护院武师。,other
《龙虎斗京华》,四、提到人物,,other
《龙虎斗京华》,达摩禅师,中国禅宗第一祖。,other
《龙虎斗京华》,张三丰,太极拳创始人。,other
《龙虎斗京华》,晦明禅僧,一代神僧。,other
《龙虎斗京华》,姜翼贤,梅花拳掌门人。,other
《龙虎斗京华》,管羽祯,万胜门老掌门人。,other
《龙虎斗京华》,刘展鹏,万胜门老拳师，柳剑吟岳父。,other
《龙虎斗京华》,左琏仓,左含英父亲。,other
《龙虎斗京华》,张青渠,嵩阳派第三代掌门。,other
《龙虎斗京华》,章汉泽,五行拳名家。,other
《龙虎斗京华》,桑镜桐,五行拳武师。,other
《龙虎斗京华》,殷鸣皋,云中奇师父。,other
《龙虎斗京华》,陈永传,太极陈，河南陈家沟太极拳高手。,other
《龙虎斗京华》,陈清平,河南陈家沟太极拳祖师。,other
《龙虎斗京华》,杨露蝉,陈清平弟子。,other
《龙虎斗京华》,董期英,河南鹰爪门名家。,other
《龙虎斗京华》,郝永浩,河北鹰爪门名家。,other
《龙虎斗京华》,王小三,柳大娘金鸡村邻居。,other
《龙虎斗京华》,张汉祥,匕首会中人物，刺马故事主角。,other
《龙虎斗京华》,朱红灯,义和团创始人。,other
《龙虎斗京华》,慈禧太后,清西太后。,other
《龙虎斗京华》,戴祺,直隶总督。,other
《龙虎斗京华》,毓贤,山东巡抚。,other
《龙虎斗京华》,袁世凯,满清大臣。,other
《龙虎斗京华》,裕禄,直隶总督。,other
《龙虎斗京华》,聂士成,直隶提督。,other
《龙虎斗京华》,董福祥,清廷将官，李来中原上司。,other
《龙虎斗京华》,刘永福,抗法名将。,other
《龙虎斗京华》,康哲,美国公使。,other
《龙虎斗京华》,西摩尔,美英联军头领。,other
《七剑下天山》,凌未风,“天山七剑”之一，“天山神芒”，原名“梁穆郎”，晦明禅师的关门弟子。,main
《七剑下天山》,桂仲明,“天山七剑”之一，石天成之子，后成为武当北支的开山祖师。,main
《七剑下天山》,冒浣莲,“天山七剑”之一，冒辟疆之女，后嫁与桂仲明。,main
《七剑下天山》,易兰珠,“天山七剑”之一，杨云骢之女。,main
《七剑下天山》,张华昭,“天山七剑”之一，张煌言之子，终南派第三代弟子，后列入武当派门下。,main
《七剑下天山》,武琼瑶,“天山七剑”之一，武元英之女，白发魔女的关门弟子，后嫁与李思永。,main
《七剑下天山》,哈玛雅,“天山七剑”之一，“飞红巾”，“塞外奇侠”之一，回疆各族盟主，白发魔女之徒。,main
《七剑下天山》,刘郁芳,“云锦剑”，“天山之友”，刘精一之女，天地会新任总舵主，凌未风的童年好友。,main
《七剑下天山》,纳兰容若,纳兰明珠之子，著名词人。,main
《七剑下天山》,韩志邦,天地会总舵主，后让位与刘郁芳。,main
《七剑下天山》,李思永,李自成的侄孙。,other
《七剑下天山》,宗达·完真,布达拉宫的喇嘛，清廷新立的活佛。,other
《七剑下天山》,纳兰明慧,纳兰秀吉之女，杨云骢的恋人，多铎的王妃。,other
《七剑下天山》,多铎,鄂亲王。,other
《七剑下天山》,杨云骢,“塞外奇侠”之一，晦明禅师的大徒弟。,other
《七剑下天山》,晦明禅师,一代剑法大宗师，少年时曾是熊延弼的幕客。,other
《七剑下天山》,白发魔女,曾是西北剧盗，卓一航少年时的情侣。,other
《七剑下天山》,傅青主,“无极剑”，终南派老前辈，神医国手。,other
《七剑下天山》,顺治,清朝的开国之君。,other
《七剑下天山》,常英,“丧门神”，天地会首领。,other
